N,P,K,temperature,humidity,ph,rainfall,label
53.85,28.09,58.33,31.4,88.38,6.03,168.98,papaya
50.58,52.85,55.68,30.09,92.88,6.72,161.71,papaya
57.69,39.64,69.46,33.28,89.09,6.93,172.31,papaya
42.52,51.79,62.46,30.54,87.52,6.64,150.73,papaya
41.21,43.64,69.59,35.26,87.52,6.86,162.83,papaya
56.03,45.14,45.59,33.82,87.27,6.83,169.55,papaya
53.37,48.19,62.85,28.3,90.4,6.86,163.82,papaya
50.18,27.01,56.55,29.58,86.03,6.34,157.14,papaya
48.35,43.83,61.38,35.49,91.42,6.47,163.93,papaya
41.3,52.72,54.03,34.74,88.98,6.85,175.49,papaya
57.01,53.68,46.37,26.29,91.52,6.91,156.21,papaya
50.54,54.05,41.37,27.29,95.35,6.15,161.02,papaya
51.13,44.37,65.15,28.37,94.69,6.18,179.71,papaya
62.34,44.0,64.44,34.56,91.76,6.35,177.38,papaya
58.44,41.57,44.88,35.13,90.18,6.77,151.02,papaya
45.49,43.23,59.36,33.63,92.98,6.87,165.91,papaya
56.43,43.36,62.13,27.31,95.23,6.58,151.96,papaya
43.31,26.27,56.73,34.64,90.9,6.11,177.72,papaya
44.85,27.67,49.52,24.39,86.99,6.3,163.25,papaya
57.85,43.58,66.43,29.07,93.66,6.86,162.55,papaya
7.64,17.08,26.81,25.87,88.06,7.58,179.64,coconut
12.67,21.02,19.55,26.93,87.38,5.05,184.13,coconut
5.46,6.81,23.38,30.28,92.51,7.58,172.88,coconut
16.58,24.18,27.68,26.13,85.3,7.26,150.43,coconut
11.35,22.84,23.66,25.91,91.12,7.84,205.37,coconut
12.63,24.26,27.95,32.43,89.67,5.7,166.4,coconut
17.29,21.17,26.16,26.06,87.63,5.97,165.34,coconut
6.15,10.89,21.34,30.47,90.72,6.98,157.44,coconut
5.98,16.63,15.94,28.17,87.39,7.78,209.51,coconut
10.15,7.4,15.96,33.07,91.21,7.98,206.27,coconut
16.36,20.08,27.51,31.37,86.64,6.25,167.71,coconut
4.0,8.07,11.08,25.53,89.46,6.62,161.9,coconut
16.52,22.34,28.83,33.06,90.61,5.51,197.35,coconut
11.51,9.81,16.54,28.73,85.35,7.08,172.47,coconut
12.55,8.21,24.78,27.68,91.72,7.51,207.91,coconut
12.59,6.42,16.6,31.06,93.25,7.4,203.58,coconut
3.95,19.23,29.07,31.46,95.52,6.04,194.36,coconut
7.25,8.72,10.73,27.73,87.23,7.89,150.85,coconut
15.84,8.95,17.07,28.16,87.3,5.36,190.64,coconut
10.01,8.39,27.35,26.41,88.35,6.48,209.17,coconut
12.53,11.12,15.48,30.34,94.8,6.66,169.26,coconut
19.06,23.82,15.51,33.61,89.48,6.61,202.3,coconut
3.79,14.73,27.98,28.75,88.32,7.27,171.53,coconut
10.64,10.22,26.61,33.97,93.15,6.83,208.14,coconut
9.14,8.41,12.12,26.59,85.42,5.23,187.48,coconut
4.81,5.38,21.6,32.16,91.04,5.54,151.27,coconut
19.16,12.3,14.47,33.35,89.95,6.6,176.14,coconut
19.34,7.2,14.3,31.19,91.87,7.08,148.23,coconut
8.3,5.54,22.31,25.98,93.04,6.54,170.68,coconut
19.09,7.06,12.48,27.94,88.57,6.07,204.5,coconut
3.6,11.37,19.4,25.77,92.0,5.15,160.09,coconut
19.68,20.02,15.12,30.42,90.77,7.36,206.79,coconut
17.21,6.34,27.08,33.98,86.47,6.49,151.49,coconut
6.64,18.57,21.09,28.37,94.7,6.62,188.21,coconut
13.19,17.41,14.3,26.47,93.3,6.41,207.77,coconut
16.57,22.64,28.53,27.42,95.14,5.8,187.52,coconut
8.43,8.68,26.46,30.14,92.92,5.83,203.44,coconut
9.01,20.89,15.31,30.12,87.69,5.19,209.42,coconut
13.69,22.3,29.22,27.07,89.74,7.12,186.72,coconut
5.5,24.53,15.35,31.76,89.26,5.82,195.85,coconut
5.01,21.17,15.85,25.79,85.39,5.9,147.08,coconut
7.25,7.48,17.72,30.61,89.52,7.98,172.78,coconut
15.6,23.94,13.3,28.83,88.8,6.16,163.74,coconut
9.23,21.3,23.74,26.14,85.04,6.53,198.57,coconut
11.63,9.25,21.15,30.71,94.32,6.16,189.04,coconut
6.32,8.3,27.89,31.06,86.58,5.87,184.94,coconut
6.3,23.73,14.82,28.96,90.51,5.02,205.55,coconut
14.06,8.11,13.4,32.18,93.63,7.56,150.78,coconut
4.84,20.54,17.17,29.58,91.65,6.42,207.0,coconut
14.35,13.11,12.92,27.57,86.86,7.16,151.55,coconut
9.81,19.48,28.92,33.58,91.8,7.88,167.56,coconut
14.41,6.84,24.35,33.5,93.33,5.01,185.97,coconut
9.49,19.5,25.92,25.86,94.4,7.03,167.2,coconut
17.38,15.24,24.96,33.51,88.51,5.36,189.36,coconut
3.94,23.01,14.86,31.98,85.37,6.37,195.4,coconut
18.19,8.77,12.81,25.96,91.69,7.54,198.85,coconut
7.57,7.19,18.59,29.67,87.48,5.21,156.66,coconut
3.72,8.92,26.58,25.31,93.59,7.97,156.83,coconut
12.56,6.57,16.61,30.3,92.48,6.74,148.4,coconut
6.81,24.6,10.19,33.4,93.51,6.18,176.91,coconut
10.81,7.46,23.2,28.31,95.64,5.06,153.94,coconut
16.64,9.02,14.0,29.58,91.43,6.76,165.71,coconut
16.46,21.19,20.86,27.05,94.95,6.48,199.63,coconut
13.21,9.94,10.3,29.87,92.06,5.65,206.66,coconut
19.62,9.45,20.18,32.22,87.0,6.47,198.43,coconut
10.88,18.45,17.87,26.94,93.79,5.04,145.04,coconut
3.67,12.98,27.61,29.98,92.63,8.0,181.92,coconut
16.93,21.71,24.44,28.19,95.76,6.0,155.83,coconut
6.76,17.77,10.72,31.73,87.68,6.44,169.42,coconut
6.0,10.76,25.79,31.32,88.66,7.35,172.81,coconut
4.19,16.96,25.82,31.29,94.04,7.14,206.29,coconut
8.57,22.33,23.27,28.4,85.69,7.67,186.19,coconut
8.54,12.29,28.59,30.39,91.97,7.82,162.4,coconut
8.15,19.73,26.07,30.86,90.89,5.57,186.78,coconut
13.08,13.32,14.38,31.13,86.86,6.17,206.87,coconut
15.78,15.86,17.63,30.18,86.82,7.06,148.85,coconut
18.94,19.67,17.0,32.8,93.91,5.14,198.04,coconut
4.6,6.21,20.1,27.24,85.17,7.15,159.1,coconut
5.56,14.1,29.07,25.5,93.22,5.01,154.95,coconut
13.03,6.9,22.31,33.66,93.06,7.74,203.43,coconut
4.67,19.5,16.26,25.55,92.15,7.15,145.12,coconut
9.3,17.16,28.83,33.13,89.5,6.7,193.17,coconut
13.62,11.54,24.01,30.51,85.31,6.29,150.67,coconut
16.27,6.53,15.32,33.27,93.82,7.96,185.17,coconut
6.7,23.52,28.13,30.08,86.38,7.21,185.36,coconut
14.36,11.3,16.88,32.39,88.09,7.42,201.08,coconut
13.98,10.51,20.32,31.49,95.41,7.48,198.47,coconut
17.61,7.02,19.58,29.73,88.32,5.07,189.54,coconut
8.33,16.55,28.47,28.27,87.81,5.16,169.74,coconut
15.75,10.31,15.31,25.03,95.71,5.6,155.82,coconut
15.78,21.86,16.67,27.26,85.95,6.97,186.32,coconut
7.07,18.66,23.2,33.57,86.77,6.87,177.3,coconut
13.56,5.08,27.73,27.48,89.82,5.98,150.07,coconut
14.48,16.31,12.3,31.77,93.66,7.92,207.11,coconut
7.67,9.64,14.2,29.58,94.73,5.28,165.44,coconut
10.68,5.31,28.96,27.78,93.31,7.33,145.14,coconut
10.41,17.39,25.55,33.92,95.74,6.44,203.61,coconut
16.15,9.1,16.92,25.42,85.19,6.26,182.51,coconut
3.01,22.99,17.15,30.24,91.81,5.08,192.65,coconut
11.52,16.47,19.39,29.15,86.28,7.18,154.92,coconut
6.13,9.18,23.48,25.69,95.01,7.31,171.3,coconut
14.0,24.58,21.22,26.93,95.29,5.96,186.93,coconut
14.57,15.93,25.52,31.25,88.33,6.55,161.31,coconut
11.52,8.31,11.08,25.97,94.1,6.82,190.6,coconut
12.21,15.34,26.38,32.21,91.93,6.1,160.18,coconut
8.36,24.19,11.16,30.63,86.11,6.85,158.59,coconut
8.33,13.48,27.62,25.91,91.63,6.3,145.76,coconut
15.67,13.51,10.87,27.58,95.74,7.63,163.32,coconut
5.24,14.22,12.56,26.23,88.39,7.16,161.04,coconut
16.12,10.6,13.6,32.18,85.01,5.33,194.68,coconut
14.14,8.24,14.46,29.8,95.74,7.4,182.03,coconut
18.04,16.58,18.04,25.03,89.55,6.01,156.56,coconut
7.42,22.88,23.11,29.89,89.74,7.81,181.93,coconut
11.61,19.71,27.85,29.35,92.84,6.81,159.65,coconut
3.66,6.92,20.49,30.79,91.65,5.08,172.66,coconut
18.51,13.02,20.65,25.31,88.32,7.2,202.73,coconut
14.48,5.11,16.39,25.32,86.1,5.39,191.75,coconut
13.59,11.16,26.01,28.14,94.1,7.63,187.32,coconut
15.46,18.39,12.21,31.2,90.32,7.84,163.3,coconut
7.83,10.8,16.02,31.0,92.4,7.09,153.1,coconut
128.88,31.25,19.94,29.65,55.89,7.51,70.85,cotton
120.56,46.02,26.15,27.85,68.07,6.72,84.4,cotton
123.02,45.88,21.16,22.41,54.52,6.13,74.24,cotton
138.88,50.84,29.58,27.32,66.55,7.02,84.9,cotton
110.67,47.69,26.36,21.69,53.88,7.95,76.39,cotton
131.03,41.06,25.65,25.96,62.87,7.36,91.83,cotton
120.15,34.38,34.03,27.0,59.02,6.32,98.17,cotton
105.59,25.17,21.45,27.63,52.09,7.03,70.81,cotton
97.38,44.41,27.71,21.74,52.52,7.8,80.4,cotton
122.72,33.69,15.0,21.15,55.63,6.11,88.98,cotton
108.39,32.5,29.74,23.1,65.33,7.28,66.34,cotton
126.3,54.24,25.05,27.28,64.58,7.44,91.84,cotton
126.53,30.23,19.17,31.18,54.1,7.41,83.32,cotton
115.5,25.97,15.03,29.35,59.52,6.3,65.99,cotton
119.14,53.48,29.14,28.95,51.94,7.81,94.73,cotton
123.19,34.18,28.25,23.96,64.32,6.64,77.07,cotton
116.09,36.8,28.31,21.34,65.87,6.1,67.06,cotton
134.48,27.43,23.75,30.7,67.87,6.17,67.82,cotton
98.42,37.12,27.79,26.01,67.71,6.92,91.42,cotton
139.09,54.17,26.43,21.21,56.76,6.08,97.43,cotton
96.51,45.82,19.78,26.42,55.09,7.56,75.13,cotton
104.36,39.21,25.38,28.1,67.93,7.73,63.15,cotton
126.87,34.22,25.29,23.84,52.92,6.03,64.03,cotton
98.82,35.98,31.47,20.11,51.19,7.62,86.18,cotton
106.8,43.34,23.67,27.46,56.28,7.96,74.83,cotton
101.93,32.63,23.72,20.48,65.21,6.06,77.05,cotton
127.56,29.56,34.69,25.19,63.88,7.45,73.48,cotton
121.05,45.89,32.89,29.9,69.74,8.0,78.62,cotton
97.9,51.08,19.85,31.99,57.19,7.59,85.74,cotton
115.71,52.05,33.21,24.44,55.52,7.01,81.65,cotton
104.38,50.24,17.76,20.24,57.56,7.77,66.57,cotton
138.55,40.92,32.07,25.91,65.65,7.42,79.65,cotton
99.86,48.66,18.67,23.32,54.29,6.58,78.42,cotton
121.91,52.79,23.51,30.71,68.95,6.45,81.83,cotton
116.68,25.7,34.68,28.54,60.25,7.03,64.43,cotton
121.01,37.36,16.94,24.85,65.66,6.75,66.14,cotton
138.04,31.12,31.8,29.14,66.55,6.66,81.21,cotton
110.36,54.9,24.89,24.09,59.58,6.36,71.02,cotton
128.69,52.89,17.22,26.26,64.83,7.69,85.16,cotton
115.14,49.07,34.05,31.07,57.29,7.41,74.91,cotton
124.73,33.88,25.98,22.4,66.22,6.66,68.83,cotton
111.45,53.56,32.61,23.76,66.48,6.48,86.26,cotton
105.22,25.88,32.38,30.63,61.32,6.26,75.76,cotton
98.76,30.64,15.29,25.54,54.36,6.23,66.3,cotton
99.58,43.51,20.3,23.81,69.4,7.25,92.35,cotton
138.17,48.79,21.74,20.45,68.94,6.22,77.27,cotton
130.48,51.51,25.7,25.03,62.4,7.92,96.6,cotton
106.02,34.02,16.44,26.01,69.68,6.56,67.74,cotton
118.81,36.72,22.78,24.88,60.06,6.05,95.05,cotton
127.14,38.64,31.29,23.33,57.51,7.71,92.64,cotton
110.86,25.81,18.46,24.43,59.21,6.74,64.16,cotton
114.8,50.92,29.03,27.71,50.92,6.69,81.27,cotton
127.33,35.14,24.21,30.7,60.98,6.24,86.15,cotton
105.24,30.98,16.41,27.8,63.32,7.32,79.82,cotton
118.69,37.28,18.55,27.75,52.19,6.72,75.61,cotton
104.45,46.32,17.82,29.8,55.11,7.65,97.75,cotton
95.14,51.13,27.39,21.98,64.42,7.26,88.03,cotton
126.06,31.46,16.75,23.61,65.87,7.76,98.63,cotton
126.83,30.18,31.46,20.61,69.72,7.25,93.85,cotton
139.81,53.31,31.13,24.2,55.06,7.56,92.69,cotton
103.15,41.53,16.6,31.99,66.83,7.39,89.03,cotton
128.28,35.97,32.76,23.95,53.44,6.93,85.84,cotton
137.66,30.98,34.18,30.32,52.62,7.38,95.47,cotton
124.01,54.86,15.87,21.03,64.58,7.33,84.54,cotton
138.34,46.58,34.01,25.52,58.92,6.01,63.01,cotton
139.75,31.54,20.59,24.22,65.88,7.4,83.3,cotton
131.07,27.74,28.3,22.42,55.65,6.52,64.11,cotton
139.97,30.98,18.5,24.47,54.26,7.08,97.97,cotton
123.16,32.43,31.35,27.82,60.98,6.22,85.87,cotton
117.37,28.33,31.84,25.88,52.31,6.05,82.23,cotton
136.29,31.89,34.57,30.13,55.57,6.03,67.91,cotton
132.39,28.5,34.85,30.86,53.32,6.32,80.63,cotton
99.96,36.33,16.52,25.78,56.4,6.04,73.7,cotton
108.62,39.59,28.16,31.78,65.31,6.26,87.02,cotton
106.73,38.66,20.46,20.86,52.41,7.12,84.18,cotton
133.49,49.88,17.51,23.32,62.24,6.8,79.97,cotton
105.5,32.62,17.98,25.0,61.7,7.96,70.11,cotton
108.68,51.61,33.73,26.99,60.76,7.62,81.03,cotton
118.35,52.24,28.67,26.55,59.68,6.29,78.47,cotton
98.43,53.79,16.01,26.82,63.28,6.83,94.05,cotton
138.26,30.43,34.68,30.76,67.04,6.86,95.77,cotton
117.1,32.37,31.16,23.33,53.24,6.72,90.37,cotton
103.57,43.71,21.18,29.8,66.28,6.99,72.79,cotton
107.19,29.23,24.42,26.7,51.23,7.34,61.52,cotton
130.91,27.57,29.53,25.89,59.64,7.28,97.01,cotton
123.53,27.21,28.52,23.59,60.23,6.71,99.68,cotton
115.91,43.18,24.26,23.65,53.95,7.41,65.08,cotton
109.92,49.14,25.25,24.66,51.79,6.58,87.42,cotton
135.53,32.77,15.86,29.16,51.5,7.67,77.01,cotton
129.77,53.01,25.01,25.72,50.74,7.93,65.94,cotton
127.32,48.76,21.8,21.85,61.47,6.59,99.92,cotton
115.07,27.32,20.7,29.12,53.11,7.57,97.33,cotton
139.15,37.22,20.39,27.96,66.17,7.63,99.3,cotton
126.95,27.04,27.98,31.39,67.98,6.98,65.76,cotton
114.06,52.46,23.59,26.35,55.85,6.18,79.68,cotton
138.22,47.28,23.52,27.85,53.29,7.57,95.83,cotton
135.31,45.6,18.18,25.75,58.19,6.81,87.01,cotton
128.3,45.48,34.24,28.17,67.63,6.42,77.38,cotton
129.51,33.56,19.48,25.23,58.0,7.25,80.67,cotton
114.06,53.01,23.12,21.65,52.17,6.87,61.54,cotton
117.83,52.68,18.8,31.84,69.69,6.18,84.46,cotton
103.62,47.18,29.06,28.64,59.99,7.97,94.39,cotton
121.79,39.07,23.72,27.3,56.85,6.49,60.11,cotton
111.65,26.41,23.27,25.78,67.87,7.02,66.4,cotton
110.63,25.85,32.5,28.54,68.55,7.33,80.72,cotton
137.67,29.14,30.19,21.52,59.94,6.23,82.44,cotton
102.42,42.87,25.4,23.91,56.13,7.48,73.73,cotton
132.35,48.94,24.37,21.5,59.65,7.3,61.12,cotton
107.67,53.45,34.2,21.51,54.39,6.99,89.74,cotton
96.29,30.26,34.13,20.26,59.56,7.06,69.72,cotton
96.82,33.27,29.1,29.07,54.59,7.91,85.78,cotton
114.31,26.62,30.2,22.73,62.44,7.82,82.37,cotton
115.45,54.67,32.98,29.98,65.2,6.22,77.23,cotton
109.41,48.43,34.29,30.85,69.39,6.74,83.61,cotton
125.1,39.42,16.65,22.02,66.85,7.03,87.8,cotton
116.84,42.27,34.95,28.51,51.72,7.84,82.89,cotton
98.34,41.87,29.06,25.52,54.23,7.63,82.3,cotton
110.66,32.63,26.85,31.03,60.63,6.77,77.44,cotton
99.59,30.56,23.26,25.81,55.15,7.77,77.2,cotton
97.83,33.91,21.73,24.55,50.29,6.76,79.64,cotton
73.08,30.76,43.18,34.35,66.55,6.85,184.36,jute
72.56,49.15,56.81,32.25,90.15,6.76,187.44,jute
63.41,53.63,30.64,29.56,91.34,6.49,197.83,jute
83.99,50.79,26.59,24.75,65.15,6.25,181.91,jute
60.32,50.31,52.92,33.33,89.32,6.29,218.7,jute
91.35,59.8,64.79,33.1,69.7,6.61,179.28,jute
79.99,58.69,28.79,25.52,80.16,6.25,225.12,jute
56.96,34.41,59.57,26.99,83.31,6.33,219.54,jute
81.36,30.08,40.41,33.52,74.69,6.93,180.79,jute
69.46,30.37,25.67,25.95,79.28,6.73,176.09,jute
92.19,56.35,45.4,32.98,81.94,6.74,202.51,jute
92.44,28.58,36.15,33.33,70.24,6.96,209.2,jute
88.84,36.91,52.74,28.59,91.84,6.01,160.8,jute
77.71,43.56,36.51,27.36,70.5,6.24,165.49,jute
91.77,46.47,44.27,28.85,65.28,6.66,157.43,jute
80.99,45.85,33.02,28.67,90.5,6.44,209.66,jute
90.01,52.52,58.12,31.89,76.59,6.11,205.72,jute
61.4,45.01,62.02,33.67,75.76,6.78,161.07,jute
91.17,54.79,41.13,35.2,72.44,6.05,190.63,jute
81.46,27.96,42.96,24.39,65.7,6.54,209.96,jute
67.13,55.06,64.31,33.45,72.14,6.56,225.5,jute
94.91,45.65,30.68,28.08,75.62,6.64,160.17,jute
82.48,32.8,57.34,34.9,79.05,6.32,170.87,jute
91.34,59.22,47.69,24.98,77.36,6.02,174.61,jute
55.22,57.89,60.23,31.17,88.73,6.89,198.12,jute
77.09,54.6,36.7,31.13,89.61,6.93,156.6,jute
83.5,56.91,36.85,28.24,73.56,6.48,161.44,jute
55.55,38.37,38.03,36.61,90.91,6.02,211.34,jute
85.5,32.97,25.67,25.39,88.35,6.58,191.07,jute
81.06,31.4,31.8,25.77,90.05,6.32,158.63,jute
65.99,55.58,64.78,32.38,84.07,6.18,178.02,jute
82.56,53.93,34.96,30.69,70.35,6.17,156.43,jute
60.24,59.33,25.8,27.44,70.27,6.18,175.83,jute
87.96,54.69,36.14,27.96,89.53,6.33,179.02,jute
89.65,47.13,41.34,26.04,78.69,6.28,154.53,jute
74.42,29.98,46.91,35.28,89.04,6.84,150.09,jute
75.3,30.77,27.74,31.4,84.45,6.5,219.94,jute
71.08,41.58,56.62,27.18,70.74,6.43,220.45,jute
68.81,51.87,58.02,29.11,75.39,6.15,145.22,jute
89.92,31.06,33.53,35.79,91.13,6.88,199.5,jute
67.19,57.04,56.94,35.53,65.53,6.05,152.96,jute
71.11,48.93,39.46,24.9,84.29,6.24,213.86,jute
67.0,35.93,41.92,32.5,91.43,6.62,219.76,jute
81.27,56.0,62.46,25.99,67.81,6.7,197.41,jute
87.57,45.95,60.68,26.74,72.34,6.8,197.12,jute
61.57,50.66,40.0,35.23,79.77,6.41,176.58,jute
65.19,38.49,44.52,35.64,87.78,6.35,166.2,jute
59.16,38.77,36.46,25.07,78.68,6.29,187.44,jute
61.41,25.44,45.62,35.36,66.61,6.57,156.37,jute
71.28,43.83,52.28,33.47,68.43,6.35,202.14,jute
86.04,51.63,28.71,34.08,75.15,6.33,184.96,jute
76.66,58.91,61.79,34.29,73.71,6.02,160.1,jute
57.13,56.23,53.75,30.59,70.93,6.95,195.01,jute
80.0,28.04,28.87,36.31,87.68,6.06,212.6,jute
86.81,59.32,59.76,26.6,65.73,6.27,195.05,jute
70.74,30.23,54.75,30.56,87.39,6.92,190.02,jute
64.8,26.44,37.53,28.14,89.89,6.74,217.06,jute
85.56,51.21,45.86,34.69,82.01,6.58,145.91,jute
55.96,56.71,59.41,25.08,81.88,6.66,197.42,jute
87.62,58.24,63.73,29.64,69.02,6.1,179.82,jute
87.17,53.87,36.24,34.06,80.34,6.81,161.45,jute
90.52,32.17,51.02,28.06,75.13,6.25,228.26,jute
58.58,30.39,59.41,27.13,71.18,6.96,179.32,jute
59.31,27.06,64.53,27.41,80.75,6.23,173.5,jute
89.91,45.37,27.83,33.28,65.03,6.63,159.37,jute
74.01,42.05,45.14,27.73,72.46,6.55,229.81,jute
70.69,28.82,59.95,29.23,82.71,6.14,217.76,jute
77.93,41.27,25.13,31.09,77.29,6.36,150.95,jute
57.34,44.86,42.49,36.23,68.93,6.78,193.09,jute
80.75,50.3,48.37,34.33,65.04,6.21,157.53,jute
92.8,39.5,46.06,26.41,72.3,6.96,205.84,jute
82.03,36.14,54.31,35.48,79.82,6.3,186.15,jute
73.58,48.3,27.62,34.98,79.43,6.63,154.38,jute
93.44,48.95,56.42,33.69,68.54,6.62,192.35,jute
82.54,34.46,36.33,30.72,81.57,6.47,222.41,jute
57.28,25.69,57.97,24.91,91.97,6.66,174.0,jute
81.8,58.1,41.78,33.25,80.79,6.74,149.32,jute
57.39,51.44,26.72,30.74,79.25,6.62,225.34,jute
67.29,32.04,63.56,28.03,81.81,6.56,157.05,jute
79.63,44.8,56.22,24.13,88.75,6.61,185.38,jute
63.62,45.82,38.91,27.0,90.54,6.4,191.3,jute
56.53,29.41,35.8,31.87,66.11,6.07,165.15,jute
79.72,31.71,48.56,25.46,70.53,6.16,160.08,jute
66.43,58.48,64.49,32.52,68.13,6.61,154.62,jute
76.32,42.78,36.61,34.66,85.85,6.93,150.95,jute
65.45,31.7,62.93,28.14,66.23,6.03,188.19,jute
82.46,52.92,38.22,25.07,89.37,6.54,216.57,jute
90.83,41.47,53.16,25.82,65.55,6.25,155.77,jute
58.46,47.34,40.27,28.65,81.27,6.56,204.55,jute
86.45,35.41,28.4,34.57,72.44,6.75,180.07,jute
61.24,27.03,62.45,32.25,77.71,6.74,147.99,jute
68.18,30.77,31.56,35.28,76.93,6.72,190.56,jute
69.29,59.06,62.79,36.93,85.22,6.78,166.42,jute
63.25,46.83,29.13,26.63,78.41,6.07,196.45,jute
58.01,54.09,35.68,33.03,76.37,6.51,174.69,jute
85.74,25.75,61.84,30.06,84.72,6.26,201.65,jute
86.75,51.79,51.34,30.42,90.0,6.92,223.07,jute
94.87,41.97,32.58,28.23,86.44,6.78,165.79,jute
92.38,48.29,48.68,28.45,84.89,6.11,224.89,jute
72.39,37.54,32.22,32.79,78.17,6.24,162.37,jute
60.34,46.73,59.98,32.07,89.31,6.46,151.01,jute
55.43,26.25,26.99,28.14,78.13,6.96,161.38,jute
76.26,26.6,46.19,25.54,90.12,6.11,214.27,jute
89.42,52.96,27.54,31.52,86.68,6.57,202.59,jute
65.72,29.36,52.8,33.61,69.06,6.34,227.52,jute
62.96,25.49,62.43,31.26,66.27,6.65,205.34,jute
72.56,56.94,58.24,24.05,85.0,6.65,180.07,jute
90.74,34.29,39.87,27.67,83.52,6.24,220.86,jute
73.07,45.38,34.48,34.12,81.26,6.79,226.44,jute
83.91,54.36,29.84,33.65,91.36,6.09,212.29,jute
73.5,51.11,59.94,24.14,79.73,6.82,192.31,jute
69.92,26.63,28.24,30.11,74.39,6.21,215.19,jute
72.64,44.63,50.15,29.69,80.25,6.59,160.22,jute
85.74,43.96,39.69,32.48,65.77,6.35,221.53,jute
85.18,37.25,64.83,25.62,80.64,6.61,229.96,jute
72.27,51.37,45.35,32.08,89.37,6.27,201.54,jute
65.7,58.74,46.95,36.31,65.12,6.57,161.65,jute
60.57,30.15,61.72,28.83,87.82,6.01,157.28,jute
55.05,30.08,63.79,28.39,86.65,6.37,226.55,jute
59.53,50.72,48.35,24.37,67.86,6.83,219.06,jute
116.18,43.86,35.16,19.64,63.84,6.22,168.08,coffee
127.2,40.25,31.37,27.59,56.36,6.02,168.16,coffee
102.69,52.99,38.82,29.86,60.17,6.23,151.34,coffee
123.83,37.69,20.1,22.32,54.34,6.23,167.82,coffee
83.96,29.07,33.31,28.38,60.06,6.09,154.37,coffee
85.05,34.89,36.78,27.15,60.2,6.39,161.32,coffee
103.18,36.8,48.12,28.94,56.03,6.35,179.69,coffee
93.29,42.49,44.53,23.09,55.19,6.28,165.66,coffee
98.79,33.24,49.74,19.22,69.59,6.46,151.03,coffee
118.9,41.51,33.17,19.42,60.74,6.14,160.43,coffee
77.94,52.24,24.93,27.16,61.24,6.13,170.13,coffee
114.65,37.71,34.04,28.36,50.16,6.09,156.74,coffee
79.85,44.55,53.71,23.48,53.64,6.27,178.93,coffee
121.61,31.87,27.5,18.71,57.13,6.1,162.76,coffee
86.1,49.04,26.12,18.8,69.32,6.43,150.63,coffee
115.42,33.09,53.05,25.18,53.5,6.15,166.22,coffee
107.55,42.39,53.25,29.02,56.07,6.25,170.29,coffee
96.21,34.01,25.22,22.8,69.8,6.26,163.68,coffee
89.71,27.02,46.93,25.81,59.62,6.15,177.85,coffee
78.16,34.59,35.04,24.5,56.37,6.37,177.06,coffee
94.44,31.36,37.23,28.68,62.69,6.35,154.17,coffee
86.03,51.78,37.45,27.99,59.93,6.38,152.4,coffee
82.48,32.98,53.89,20.39,69.15,6.3,159.37,coffee
115.62,54.23,26.46,26.13,51.66,6.23,168.24,coffee
86.69,39.77,47.06,28.17,65.81,6.22,168.05,coffee
87.27,31.63,20.2,29.16,55.58,6.36,158.15,coffee
93.73,36.74,42.0,25.08,66.13,6.19,178.53,coffee
100.45,30.5,42.84,20.11,66.95,6.22,159.22,coffee
103.25,50.01,46.38,24.7,66.98,6.08,174.13,coffee
111.55,28.6,52.41,25.99,67.33,6.34,174.96,coffee
107.37,51.21,46.38,21.27,64.36,6.04,152.95,coffee
101.49,26.38,45.63,29.68,52.85,6.5,156.98,coffee
96.67,33.99,28.88,20.75,51.04,6.07,156.46,coffee
89.62,29.2,54.75,28.94,56.82,6.19,177.59,coffee
114.05,45.56,36.39,23.1,59.9,6.12,160.53,coffee
92.46,40.37,34.61,18.01,56.05,6.15,175.09,coffee
121.73,53.18,37.57,24.52,64.84,6.16,164.34,coffee
107.24,35.99,33.79,25.54,64.45,6.36,163.72,coffee
109.87,26.22,40.78,28.43,69.44,6.09,177.1,coffee
102.98,47.85,32.24,24.49,58.01,6.13,163.23,coffee
126.07,42.39,28.4,19.13,65.71,6.05,172.35,coffee
98.19,49.82,52.48,29.12,64.82,6.17,162.73,coffee
98.48,37.78,52.47,24.78,69.77,6.47,153.06,coffee
124.12,47.15,37.37,21.26,65.47,6.19,151.59,coffee
108.27,30.13,53.68,28.79,55.67,6.39,156.25,coffee
99.7,54.99,34.55,19.45,50.31,6.23,171.67,coffee
89.42,30.21,33.56,19.17,69.36,6.22,161.21,coffee
88.48,49.89,52.09,24.42,64.32,6.41,163.62,coffee
119.08,31.37,42.15,25.5,66.25,6.01,153.06,coffee
90.37,48.48,46.69,24.13,65.86,6.43,168.69,coffee
75.32,50.84,34.45,29.15,64.72,6.24,174.1,coffee
76.07,51.3,34.25,21.15,65.03,6.18,168.74,coffee
128.81,39.27,22.92,29.88,68.59,6.45,179.54,coffee
105.79,37.86,53.84,18.23,68.28,6.17,150.49,coffee
101.9,50.01,27.98,19.42,57.58,6.49,150.47,coffee
125.48,42.38,37.3,20.23,50.62,6.47,165.0,coffee
94.34,43.64,24.01,18.95,50.77,6.13,157.99,coffee
118.72,32.08,42.64,23.26,58.93,6.17,170.6,coffee
114.7,38.38,33.68,28.38,66.7,6.41,173.8,coffee
101.24,36.08,46.87,27.85,66.95,6.1,153.07,coffee
